Lat,Long,Heading,COG,SOG
76.545621,-68.904986,6.6,316.4,0
76.545621,-68.904987,6.7,324.6,0
76.545622,-68.904989,6.9,321.1,0
76.545622,-68.904989,7,279.4,0
76.545622,-68.904989,7.1,283.6,0
76.545623,-68.904989,7.2,314.9,0
76.545623,-68.90499,7.3,240.8,0
76.545623,-68.904992,7.3,262,0
76.545623,-68.904993,7.4,22,0
76.545623,-68.904994,7.4,330,0
76.545623,-68.904994,7.5,49.2,0
76.545623,-68.904995,7.5,289.2,0
76.545623,-68.904995,7.6,322.7,0
76.545623,-68.904996,7.6,308.7,0
76.545624,-68.904997,7.6,329.7,0
76.545624,-68.904998,7.7,342.8,0
76.545624,-68.904999,7.9,96.8,0
76.545624,-68.905,7.9,261.4,0
76.545624,-68.905001,7.9,190.8,0
76.545624,-68.905003,8,266.3,0
76.545624,-68.905003,8,317.4,0
76.545625,-68.905004,8.1,306.8,0
76.545625,-68.905004,8.2,335.6,0
76.545625,-68.905005,8.2,21.3,0
76.545626,-68.905006,8.2,359.6,0
76.545626,-68.905007,8.3,67.4,0
76.545627,-68.905008,8.4,311.5,0
76.545627,-68.905009,8.4,247.1,0
76.545627,-68.905009,8.5,258,0
76.545628,-68.90501,8.5,286.2,0
76.545628,-68.905011,8.6,338.6,0
76.545628,-68.905012,8.7,303.6,0
76.545628,-68.905013,8.7,282.5,0
76.545629,-68.905013,8.8,330.9,0
76.545629,-68.905015,8.8,302.3,0
76.54563,-68.905016,8.9,308.1,0
76.54563,-68.905018,8.9,295,0
76.545631,-68.905018,9,321.7,0
76.545631,-68.905019,9.1,358.2,0
76.545631,-68.90502,9.2,307.7,0
76.545632,-68.905021,9.3,36.5,0
76.545632,-68.905022,9.3,283.2,0
76.545632,-68.905022,9.3,25.6,0
76.545632,-68.905023,9.4,285.9,0
76.545633,-68.905023,9.4,10,0
76.545633,-68.905025,9.4,292.4,0
76.545634,-68.905025,9.4,58.3,0
76.545634,-68.905028,9.4,292.4,0
76.545639,-68.905014,9.4,66.4,0
76.545639,-68.905017,9.5,296.4,0
76.54564,-68.905015,9.5,87.1,0
76.54564,-68.905018,9.6,294.8,0.1
76.54564,-68.905017,9.6,71.1,0
76.545641,-68.905021,9.6,297.9,0
76.545641,-68.905019,9.7,49.9,0
76.545642,-68.905023,9.7,284.1,0
76.545642,-68.905023,9.8,301.1,0
76.545642,-68.905026,9.8,295.5,0
76.545643,-68.905026,9.7,297.8,0
76.545643,-68.905028,9.6,49.1,0
76.545644,-68.905029,9.7,294,0.1
76.545644,-68.90503,9.7,80.5,0
76.545644,-68.905032,9.8,286.8,0.1
76.545644,-68.905032,9.8,109.8,0
76.545645,-68.905036,9.7,295.8,0.1
76.545645,-68.905036,9.7,103.3,0
76.545645,-68.905041,9.8,293.2,0.1
76.545646,-68.905041,9.8,84.6,0
76.545646,-68.905045,9.8,294.2,0.1
76.545647,-68.905044,9.8,353.8,0
76.545647,-68.905048,9.8,301.8,0
76.545647,-68.905047,9.9,309,0
76.545648,-68.90505,10,340.5,0
76.545648,-68.90505,10.1,276,0
76.545649,-68.905052,10.1,10.1,0
76.545649,-68.905053,10.1,291.8,0
76.54565,-68.905055,10.1,18.8,0
76.54565,-68.905056,10.1,291.7,0.1
76.545651,-68.905057,10.2,68.3,0
76.545651,-68.905059,10.3,289.5,0.1
76.545651,-68.90506,10.3,44.7,0
76.545652,-68.905062,10.2,291.9,0
76.545652,-68.905062,10.3,106,0
76.545652,-68.905064,10.4,297.6,0
76.545653,-68.905063,10.5,73.4,0
76.545653,-68.905066,10.5,299.6,0
76.545654,-68.905066,10.5,89,0
76.545654,-68.905067,10.6,286.8,0
76.545655,-68.905067,10.6,4.3,0
76.545655,-68.905068,10.6,332.1,0
76.545655,-68.905067,10.6,294.6,0
76.545655,-68.905069,10.6,299,0
76.545656,-68.905069,10.7,303.5,0
76.545656,-68.905069,10.8,7.5,0
76.545656,-68.90507,10.8,297.9,0
76.545657,-68.90507,10.8,8.1,0
76.545657,-68.905071,10.8,277,0
76.545658,-68.905072,10.8,52.9,0
76.545658,-68.905073,10.9,278,0
76.545658,-68.905073,10.9,15.2,0
76.545658,-68.905074,10.8,252.6,0
76.545659,-68.905073,10.8,341.1,0
76.545659,-68.905073,10.9,339,0
76.545659,-68.905073,10.9,296.5,0
76.545659,-68.905073,10.9,6.7,0
76.54566,-68.905074,11,268.3,0
76.54566,-68.905074,11,339.2,0
76.545661,-68.905074,11,14.9,0
76.545661,-68.905074,11.1,210.7,0
76.545661,-68.905074,11,314,0
76.545662,-68.905074,11,25.5,0
76.545662,-68.905075,11,291.7,0
76.545662,-68.905075,11.1,357.7,0
76.545662,-68.905074,11.1,286.8,0
76.545662,-68.905075,11.1,253.2,0
76.545662,-68.905076,11.1,285.5,0
76.545662,-68.905076,11.2,35.4,0
76.545663,-68.905077,11.2,345.9,0
76.545663,-68.905077,11.3,323,0
76.545663,-68.905078,11.4,269.1,0
76.545663,-68.905078,11.4,277.8,0
76.545664,-68.905079,11.4,26,0
76.545664,-68.905079,11.4,333.1,0
76.545664,-68.905079,11.5,55.9,0
76.545664,-68.90508,11.5,281.2,0
76.545664,-68.905081,11.4,289.4,0
76.545664,-68.905081,11.5,285.2,0
76.545664,-68.905081,11.5,141.5,0
76.545664,-68.905082,11.5,285.4,0
76.545664,-68.905081,11.5,66.7,0
76.545664,-68.905082,11.6,274.4,0
76.545665,-68.905082,11.6,297.3,0
76.545665,-68.905083,11.6,247.4,0
76.545665,-68.905084,11.6,278.8,0
76.545666,-68.905085,11.5,164.3,0
76.545666,-68.905086,11.5,304.7,0
76.545666,-68.905086,11.6,61.6,0
76.545666,-68.905088,11.6,318.5,0
76.545666,-68.905089,11.6,280.6,0
76.545666,-68.90509,11.6,251.3,0
76.545666,-68.905091,11.6,259.1,0
76.545666,-68.905092,11.7,266.5,0
76.545666,-68.905092,11.7,310,0
76.545666,-68.905092,11.8,285.8,0
76.545666,-68.905093,11.7,220.3,0
76.545666,-68.905094,11.7,241.6,0
76.545666,-68.905094,11.7,291.9,0
76.545666,-68.905094,11.7,224.3,0
76.545666,-68.905094,11.7,248.2,0
76.545666,-68.905094,11.7,184,0
76.545666,-68.905094,11.7,303.1,0
76.545666,-68.905093,11.7,76.9,0
76.545666,-68.905094,11.8,291.8,0
76.545667,-68.905093,11.8,64,0
76.545667,-68.905093,11.9,15.8,0
76.545666,-68.905093,11.9,147.7,0
76.545666,-68.905094,12,217.2,0
76.545666,-68.905093,12.1,228.5,0
76.545666,-68.905093,12.2,312.9,0
76.545666,-68.905093,12.2,344.6,0
76.545666,-68.905093,12.3,346.9,0
76.545666,-68.905093,12.3,281.9,0
76.545666,-68.905092,12.4,45.6,0
76.545666,-68.905091,12.4,238.6,0
76.545666,-68.90509,12.3,192.8,0
76.545666,-68.90509,12.3,57.4,0
76.545666,-68.905089,12.3,134.6,0
76.545666,-68.905088,12.3,92.7,0
76.545666,-68.905086,12.4,219.2,0
76.545666,-68.905085,12.4,247.5,0
76.545665,-68.905084,12.4,198.7,0
76.545665,-68.905082,12.4,99,0
76.545665,-68.905081,12.4,260.9,0
76.545665,-68.905079,12.4,169.1,0
76.545665,-68.905078,12.4,201.6,0
76.545665,-68.905077,12.4,83.3,0
76.545665,-68.905077,12.4,230.6,0
76.545665,-68.905075,12.4,110.9,0
76.545665,-68.905075,12.4,240.8,0
76.545665,-68.905074,12.4,155.7,0
76.545665,-68.905075,12.4,178.8,0
76.545665,-68.905074,12.4,295.5,0
76.545665,-68.905072,12.4,142.4,0
76.545666,-68.905071,12.3,358.3,0
76.545666,-68.905069,12.3,96.1,0
76.545665,-68.905069,12.3,94.5,0
76.545665,-68.905069,12.3,93.4,0
76.545665,-68.905069,12.3,277.9,0
76.545665,-68.905067,12.4,149.1,0
76.545665,-68.905067,12.3,223,0
76.545665,-68.905066,12.3,92.4,0
76.545664,-68.905066,12.3,163.1,0
76.545664,-68.905065,12.3,113.5,0
76.545664,-68.905065,12.4,95.7,0
76.545664,-68.905064,12.4,150.6,0
76.545664,-68.905064,12.4,121.8,0
76.545664,-68.905064,12.4,299.9,0
76.545664,-68.905064,12.3,83.1,0
76.545664,-68.905063,12.3,141.5,0
76.545664,-68.905062,12.3,175.2,0
76.545664,-68.905061,12.3,257.2,0
76.545664,-68.90506,12.3,116.1,0
76.545664,-68.905059,12.2,82.2,0
76.545663,-68.905059,12.1,103.5,0
76.545663,-68.905058,12.1,240.9,0
76.545664,-68.905057,12.1,162.1,0
76.545664,-68.905057,12.1,55.8,0
76.545664,-68.905057,12,147.3,0
76.545664,-68.905058,12,220.1,0
76.545664,-68.905058,11.9,266.3,0
76.545664,-68.905056,11.9,156.1,0
76.545664,-68.905057,12,299.5,0
76.545664,-68.905055,12,257.2,0
76.545665,-68.905055,11.9,331.6,0
76.545665,-68.905055,11.9,265.4,0
76.545665,-68.905054,11.9,261,0
76.545665,-68.905054,11.9,348.1,0
76.545664,-68.905054,11.9,334.5,0
76.545664,-68.905054,11.9,331.2,0
76.545664,-68.905053,11.9,126.8,0
76.545664,-68.905053,11.8,330.5,0
76.545664,-68.905052,11.9,330.9,0
76.545664,-68.905052,11.9,228.1,0
76.545664,-68.905053,11.9,227.8,0
76.545664,-68.905053,11.9,221,0
76.545664,-68.905052,11.9,251.2,0
76.545664,-68.905052,11.8,245.1,0
76.545664,-68.905052,11.8,149.9,0
76.545664,-68.905052,11.8,157.6,0
76.545664,-68.905051,11.8,217.9,0
76.545664,-68.905052,11.8,188.4,0
76.545664,-68.905052,11.8,308.2,0
76.545664,-68.905052,11.8,57.6,0
76.545663,-68.905052,11.8,255.6,0
76.545663,-68.905052,11.8,92.4,0
76.545663,-68.905053,11.8,215,0
76.545663,-68.905052,11.8,186.3,0
76.545662,-68.905053,11.8,214,0
76.545662,-68.905053,11.8,126.8,0
76.545662,-68.905053,11.8,150.3,0
76.545662,-68.905053,11.8,214.3,0
76.545661,-68.905052,11.9,54.8,0
76.545661,-68.905053,11.9,200.7,0
76.545661,-68.905053,11.9,210.5,0
76.54566,-68.905052,11.8,183.3,0
76.54566,-68.905053,11.8,208.9,0
76.54566,-68.905053,11.9,146.4,0
76.54566,-68.905053,11.9,244.2,0
76.545659,-68.905053,11.8,166.5,0
76.545659,-68.905054,11.7,231.8,0
76.545659,-68.905054,11.7,169.2,0
76.545659,-68.905054,11.8,168.4,0
76.545658,-68.905054,11.8,184.2,0
76.545658,-68.905055,11.8,188.8,0
76.545658,-68.905055,11.8,172.1,0
76.545657,-68.905055,11.8,181.9,0
76.545657,-68.905055,11.8,234.5,0
76.545657,-68.905055,11.8,143.9,0
76.545656,-68.905055,11.8,161,0
76.545656,-68.905055,11.8,170.2,0
76.545655,-68.905055,11.8,219.8,0
76.545655,-68.905055,11.8,179.3,0
76.545655,-68.905055,11.8,236.3,0
76.545654,-68.905055,11.7,180.1,0
76.545654,-68.905056,11.7,229.6,0
76.545654,-68.905055,11.6,168.8,0
76.545653,-68.905056,11.6,252.1,0
76.545653,-68.905056,11.5,218.8,0
76.545653,-68.905056,11.4,187.9,0
76.545652,-68.905057,11.4,176.8,0
76.545652,-68.905058,11.4,176,0
76.545652,-68.905059,11.4,199.7,0
76.545651,-68.90506,11.3,188.9,0
76.545651,-68.90506,11.2,218.5,0
76.545651,-68.90506,11.2,164.5,0
76.54565,-68.905062,11.2,234.6,0
76.54565,-68.905063,11.2,181.7,0
76.54565,-68.905064,11.3,204.7,0
76.545649,-68.905064,11.2,243.2,0
76.545649,-68.905064,11.3,154.2,0
76.545649,-68.905064,11.3,216.7,0
76.545648,-68.905064,11.2,197.7,0
76.545648,-68.905065,11.2,207.1,0
76.545648,-68.905066,11.2,265.6,0
76.545647,-68.905065,11.2,176.1,0
76.545647,-68.905066,11.2,239.1,0
76.545646,-68.905067,11.1,230.2,0
76.545646,-68.905068,11.1,215.4,0
76.545646,-68.905068,11.1,191.6,0
76.545646,-68.905069,11.1,197.6,0
76.545646,-68.905071,11,227.7,0
76.545645,-68.905073,11,242.4,0
76.545645,-68.905074,10.9,219.4,0
76.545645,-68.905076,10.9,212.4,0
76.545645,-68.905078,10.9,96.6,0
76.545645,-68.90508,10.9,264.8,0
76.545645,-68.905082,10.8,222,0
76.545645,-68.905083,10.8,261.4,0
76.545644,-68.905085,10.7,276.3,0
76.545644,-68.905086,10.7,262.2,0
76.545644,-68.905088,10.8,280.3,0
76.545644,-68.90509,10.9,243.9,0
76.545644,-68.905091,10.9,262.1,0
76.545644,-68.905092,11,233.9,0
76.545643,-68.905094,10.9,274.7,0
76.545643,-68.905094,10.9,225.1,0
76.545643,-68.905096,11,247.6,0
76.545643,-68.905096,11,268.6,0
76.545643,-68.905097,11,237.8,0
76.545643,-68.905098,11,245.7,0
76.545643,-68.905099,11,272.1,0
76.545643,-68.905101,11,320.1,0
76.545643,-68.905102,10.9,282.9,0
76.545643,-68.905103,10.9,11.8,0
76.545643,-68.905104,10.8,270.6,0
76.545643,-68.905105,10.8,307,0
76.545643,-68.905106,10.8,188.7,0
76.545643,-68.905107,10.8,301,0
76.545643,-68.905108,10.7,317.2,0
76.545643,-68.90511,10.8,278,0
76.545643,-68.90511,10.8,147.6,0
76.545643,-68.905111,10.8,272.8,0
76.545644,-68.905111,10.8,344.1,0
76.545644,-68.905112,10.8,352.7,0
76.545644,-68.905112,10.8,334.5,0
76.545644,-68.905113,10.9,306.7,0
76.545644,-68.905113,11,298.4,0
76.545645,-68.905112,11.1,66.6,0
76.545645,-68.905113,11.1,341.2,0
76.545645,-68.905113,11.2,310.1,0
76.545645,-68.905113,11.3,24.9,0
76.545646,-68.905114,11.3,343.1,0
76.545646,-68.905114,11.4,329,0
76.545646,-68.905114,11.5,276.6,0
76.545646,-68.905114,11.5,277.8,0
76.545646,-68.905114,11.5,295.3,0
76.545646,-68.905113,11.6,109.9,0
76.545646,-68.905114,11.6,317,0
76.545646,-68.905113,11.7,320.5,0
76.545646,-68.905113,11.7,9.4,0
76.545646,-68.905113,11.7,308.6,0
76.545646,-68.905113,11.7,344.5,0
76.545646,-68.905113,11.8,278.9,0
76.545646,-68.905113,11.9,279.5,0
76.545647,-68.905113,12,38.2,0
76.545647,-68.905113,12,14.4,0
76.545647,-68.905114,12,4.9,0
76.545647,-68.905114,12,340.1,0
76.545647,-68.905114,12.1,287.6,0
76.545648,-68.905114,12.1,313.3,0
76.545648,-68.905115,12.1,285.7,0
76.545648,-68.905115,12.1,328.7,0
76.545649,-68.905116,12.1,295.7,0
76.545649,-68.905115,12.1,64.8,0
76.54565,-68.905115,12.2,318.2,0
76.54565,-68.905115,12.2,9.4,0
76.54565,-68.905115,12.3,339.6,0
76.545651,-68.905116,12.3,10.7,0
76.545651,-68.905116,12.4,341.2,0
76.545651,-68.905116,12.4,326.8,0
76.545651,-68.905116,12.5,309.2,0
76.545651,-68.905115,12.6,315.2,0
76.545652,-68.905116,12.8,320.5,0
76.545652,-68.905115,12.9,350.2,0
76.545652,-68.905115,13,357.4,0
76.545652,-68.905114,13,72.6,0
76.545652,-68.905114,13.1,314.1,0
76.545653,-68.905113,13.2,38.3,0
76.545653,-68.905112,13.3,10.9,0
76.545653,-68.905111,13.4,97.9,0
76.545653,-68.905111,13.5,134.4,0
76.545653,-68.90511,13.5,92.8,0
76.545653,-68.905109,13.6,301.3,0
76.545654,-68.905108,13.7,63.9,0
76.545654,-68.905108,13.7,72.7,0
76.545654,-68.905106,13.8,15.8,0
76.545654,-68.905105,13.9,109.2,0
76.545654,-68.905104,14,31.2,0
76.545655,-68.905103,14,83,0
76.545655,-68.905102,14,351.4,0
76.545655,-68.905101,14.1,82,0
76.545655,-68.9051,14.2,1,0
76.545655,-68.905099,14.3,128.3,0
76.545656,-68.905098,14.4,11.4,0
76.545656,-68.905097,14.4,25.2,0
76.545656,-68.905096,14.3,279.2,0
76.545656,-68.905094,14.4,68.2,0
76.545657,-68.905093,14.5,55.9,0
76.545657,-68.905092,14.6,25,0
76.545657,-68.905092,14.7,38,0
76.545657,-68.905091,14.7,15.8,0
76.545658,-68.905089,14.7,74.8,0
76.545658,-68.905088,14.8,85,0
76.545658,-68.905086,14.9,52.5,0
76.545659,-68.905085,14.9,318.8,0
76.545659,-68.905084,15,194.6,0
76.545659,-68.905084,15.1,96.6,0
76.545659,-68.905083,15.1,153,0
76.54566,-68.905083,15.2,24.5,0
76.54566,-68.905082,15.2,329.6,0
76.54566,-68.905081,15.2,115.7,0
76.54566,-68.905081,15.3,308.7,0
76.545661,-68.905081,15.3,348.7,0
76.545661,-68.905081,15.4,264.4,0
76.545661,-68.90508,15.4,80.7,0
76.545661,-68.90508,15.4,340.7,0
76.545661,-68.905079,15.5,15.9,0
76.545661,-68.905079,15.6,352.8,0
76.545662,-68.905078,15.7,78.3,0
76.545662,-68.905078,15.7,9.5,0
76.545662,-68.905077,15.8,46,0
76.545662,-68.905077,15.8,331.6,0
76.545662,-68.905076,15.9,325.8,0
76.545663,-68.905075,16,22.6,0
76.545663,-68.905075,16,359,0
76.545663,-68.905074,16,17.2,0
76.545663,-68.905073,16,12.6,0
76.545663,-68.905072,16,99.5,0
76.545664,-68.905072,16,24.5,0
76.545664,-68.905072,16.1,24.4,0
76.545664,-68.905072,16.1,316.6,0
76.545665,-68.905069,16.1,351.4,0
76.545665,-68.90507,16.1,214.9,0
76.545665,-68.90507,16.1,324.4,0
76.545665,-68.905069,16.1,88.7,0
76.545665,-68.905069,16.1,259.2,0
76.545665,-68.905068,16.1,99.5,0
76.545665,-68.905069,16.1,67.1,0
76.545666,-68.905064,16.2,40.1,0
76.545666,-68.905063,16.3,259.7,0
76.545666,-68.905062,16.3,55.3,0
76.545667,-68.905061,16.3,33.8,0
76.545667,-68.905061,16.3,245.1,0
76.545667,-68.90506,16.3,38.4,0
76.545667,-68.905059,16.3,326.6,0
76.545667,-68.905058,16.3,0.1,0
76.545667,-68.905057,16.4,315.7,0
76.545667,-68.905056,16.3,26.5,0
76.545668,-68.905055,16.3,2.6,0
76.545668,-68.905055,16.3,115.1,0
76.545668,-68.905054,16.4,259.6,0
76.545668,-68.905054,16.4,63.8,0
76.545668,-68.905054,16.5,283.8,0
76.545668,-68.905052,16.4,65.7,0
76.545668,-68.905051,16.4,341.9,0
76.545668,-68.905051,16.4,291.5,0
76.545668,-68.905051,16.4,321.3,0
76.545668,-68.905051,16.4,357.2,0
76.545668,-68.90505,16.4,92.7,0
76.545668,-68.905051,16.4,235.1,0
76.545668,-68.905051,16.5,253.6,0
76.545668,-68.905051,16.5,357.4,0
76.545668,-68.905051,16.5,4.6,0
76.545668,-68.905052,16.5,16.5,0
76.545668,-68.905052,16.5,271.3,0
76.545668,-68.905053,16.5,100.1,0
76.545668,-68.905054,16.5,279.8,0
76.545668,-68.905054,16.6,232.8,0
76.545668,-68.905055,16.6,326.7,0
76.545668,-68.905055,16.6,18,0
76.545668,-68.905056,16.6,258.9,0
76.545668,-68.905057,16.6,248,0
76.545668,-68.905058,16.6,258.4,0
76.545668,-68.905058,16.5,156.7,0
76.545668,-68.905058,16.5,243.8,0
76.545667,-68.905059,16.5,250.2,0
76.545667,-68.90506,16.5,203.1,0
76.545667,-68.905061,16.5,226.3,0
76.545667,-68.905061,16.5,225.7,0
76.545666,-68.905061,16.6,305.1,0
76.545666,-68.905062,16.5,214.9,0
76.545666,-68.905063,16.5,268.4,0
76.545666,-68.905062,16.5,90.5,0
76.545666,-68.905063,16.4,283.8,0
76.545665,-68.905064,16.4,223.7,0
76.545665,-68.905066,16.4,320.4,0
76.545665,-68.905066,16.4,240.1,0
76.545665,-68.905066,16.3,289.3,0
76.545665,-68.905066,16.3,188,0
76.545665,-68.905068,16.2,247.3,0
76.545665,-68.905069,16.2,297.5,0
76.545665,-68.90507,16.1,253.9,0
76.545664,-68.90507,16,243.4,0
76.545664,-68.905071,16,228.5,0
76.545664,-68.905071,15.9,272.6,0
76.545664,-68.905073,15.9,239.8,0
76.545664,-68.905074,15.8,258.6,0
76.545664,-68.905074,15.7,173.5,0
76.545664,-68.905076,15.7,258.1,0
76.545663,-68.905075,15.6,104.2,0
76.545663,-68.905076,15.5,292.6,0
76.545663,-68.905076,15.5,89.2,0
76.545663,-68.905078,15.5,277.2,0
76.545663,-68.905079,15.4,227.7,0
76.545662,-68.905081,15.4,262.5,0
76.545662,-68.905081,15.4,208.4,0
76.545662,-68.905082,15.4,267.5,0
76.545662,-68.905083,15.3,216.1,0
76.545661,-68.905086,15.3,243,0
76.545661,-68.905087,15.2,248.3,0
76.545661,-68.905088,15.2,247.8,0
76.545661,-68.905089,15.2,260.2,0
76.54566,-68.90509,15.1,256.6,0
76.54566,-68.905091,15.1,241.2,0
76.54566,-68.905092,15.1,217.9,0
76.54566,-68.905094,15.1,269.2,0
76.54566,-68.905095,15,251.4,0
76.545659,-68.905097,15,254.2,0
76.545659,-68.905097,14.9,264.8,0
76.545659,-68.9051,14.9,258.6,0
76.545659,-68.9051,14.9,260.8,0
76.545659,-68.905103,14.9,251.7,0
76.545659,-68.905105,14.8,266.5,0
76.545658,-68.905107,14.8,243.7,0
76.545658,-68.905107,14.8,250.9,0
76.545658,-68.905109,14.7,222.2,0
76.545657,-68.905115,14.7,250.7,0
76.545657,-68.905118,14.7,244.7,0
76.545657,-68.90512,14.7,269.3,0
76.545657,-68.905122,14.6,93.3,0
76.545657,-68.905125,14.6,267.3,0.1
76.545657,-68.905126,14.6,148.1,0
76.545657,-68.90513,14.6,268.1,0.1
76.545656,-68.90513,14.6,148.9,0
76.545656,-68.905134,14.6,272.3,0.1
76.545656,-68.905135,14.5,153.7,0
76.545656,-68.905139,14.5,269.7,0
76.545655,-68.90514,14.5,221.2,0
76.545655,-68.905142,14.5,284.5,0
76.545655,-68.905144,14.5,257.6,0.1
76.545655,-68.905147,14.5,177.5,0
76.545655,-68.905149,14.5,265.5,0
76.545655,-68.90515,14.5,135.6,0
76.545655,-68.905154,14.4,260.7,0
76.545654,-68.905154,14.4,92.5,0
76.545654,-68.905158,14.4,272.1,0
76.545654,-68.905158,14.3,190.7,0
76.545654,-68.905161,14.3,276.3,0
76.545654,-68.905161,14.3,228.5,0
76.545654,-68.905164,14.2,255.5,0
76.545654,-68.905164,14.2,149.5,0
76.545654,-68.905167,14.2,253.2,0
76.545654,-68.905167,14.2,215.9,0
76.545653,-68.90517,14.1,243.8,0
76.545653,-68.905171,14.1,235.2,0
76.545653,-68.905174,14.2,166.7,0
76.545653,-68.905176,14.2,242.6,0
76.545653,-68.905178,14.2,197.2,0
76.545652,-68.905179,14.2,274.9,0
76.545652,-68.905181,14.2,165.9,0
76.545652,-68.905183,14.2,258.4,0
76.545652,-68.905185,14.2,191.4,0
76.545652,-68.905187,14.3,250.7,0
76.545651,-68.905188,14.3,203.1,0
76.545651,-68.905191,14.3,282.8,0
76.545651,-68.905192,14.3,260,0
76.545651,-68.905194,14.4,249.7,0
76.54565,-68.905195,14.4,222,0
76.54565,-68.905197,14.5,231.4,0
76.54565,-68.905198,14.5,216.4,0
76.54565,-68.9052,14.5,191.5,0
76.545649,-68.905202,14.5,257.7,0
76.545649,-68.905204,14.6,253.5,0
76.545649,-68.905206,14.6,202.7,0
76.545649,-68.905208,14.5,231.1,0
76.545648,-68.90521,14.5,239.5,0
76.545648,-68.905212,14.5,242.5,0
76.545647,-68.905213,14.5,242.4,0
76.545647,-68.905215,14.5,218.1,0
76.545647,-68.905217,14.5,258.6,0
76.545646,-68.905218,14.5,253.8,0
76.545646,-68.90522,14.5,264,0
76.545646,-68.90522,14.6,334.2,0
76.545646,-68.905222,14.5,290.7,0
76.545646,-68.905223,14.5,302.9,0
76.545646,-68.905224,14.5,220,0
76.545646,-68.905225,14.5,267.5,0
76.545645,-68.905226,14.6,256.9,0
76.545645,-68.905228,14.7,248.7,0
76.545645,-68.905228,14.8,251.2,0
76.545645,-68.905229,14.8,282.5,0
76.545645,-68.905229,14.9,286.3,0
76.545644,-68.905233,14.9,236.7,0
76.545644,-68.905233,15,266,0
76.545644,-68.905234,15,250.8,0
76.545644,-68.905235,15.1,299.7,0
76.545644,-68.905234,15.1,315.2,0
76.545644,-68.905234,15.1,247,0
76.545643,-68.905235,15.1,274.4,0
76.545643,-68.905235,15.2,260,0
76.545643,-68.905236,15.2,241.3,0
76.545643,-68.905236,15.2,273.5,0
76.545643,-68.905236,15.3,110.6,0
76.545643,-68.905237,15.3,312.2,0
76.545643,-68.905237,15.3,196.7,0
76.545643,-68.905238,15.3,274.5,0
76.545643,-68.905238,15.3,216.4,0
76.545643,-68.905239,15.4,232.1,0
76.545643,-68.90524,15.4,201.4,0
76.545643,-68.905241,15.5,158.5,0
76.545643,-68.905241,15.5,158.5,0
76.545643,-68.90524,15.6,8.8,0
76.545643,-68.90524,15.6,94.1,0
76.545643,-68.905241,15.7,328.3,0
76.545643,-68.905242,15.8,254.7,0
76.545643,-68.905243,15.9,234.9,0
76.545643,-68.905244,15.9,230.6,0
76.545643,-68.905245,16,252.8,0
76.545643,-68.905246,16,231.2,0
76.545643,-68.905247,16.1,224.3,0
76.545643,-68.905247,16.2,172.4,0
76.545643,-68.905247,16.2,125.9,0
76.545643,-68.905248,16.2,228.3,0
76.545643,-68.905249,16.3,323,0
76.545643,-68.90525,16.4,318.5,0
76.545643,-68.90525,16.4,102.2,0
76.545643,-68.905249,16.4,271.4,0
76.545643,-68.905249,16.4,309,0
76.545643,-68.905249,16.4,305,0
76.545643,-68.90525,16.5,94.2,0
76.545643,-68.90525,16.5,241.5,0
76.545643,-68.905251,16.5,26.6,0
76.545643,-68.905252,16.5,341,0
76.545643,-68.905252,16.5,341,0
76.545643,-68.905253,16.5,32.6,0
76.545642,-68.905253,16.6,160.6,0
76.545642,-68.905254,16.6,119.5,0
76.545642,-68.905254,16.6,97,0
76.545642,-68.905254,16.6,206.1,0
76.545642,-68.905256,16.7,284.3,0
76.545642,-68.905256,16.7,282.6,0
76.545642,-68.905258,16.8,219.2,0
76.545642,-68.905257,16.8,255.5,0
76.545642,-68.905258,16.9,25.8,0
76.545642,-68.905258,17,301.2,0
76.545642,-68.905257,17,219.7,0
76.545642,-68.905257,17,264.7,0
76.545642,-68.905257,17,264.7,0
76.545642,-68.905256,17,329.6,0
76.545642,-68.905256,17,253.8,0
76.545642,-68.905256,17,179.5,0
76.545642,-68.905255,17,343.8,0
76.545642,-68.905254,17,294.3,0
76.545642,-68.905254,17,182.3,0
76.545642,-68.905254,17.1,359,0
76.545642,-68.905255,17.1,296.2,0
76.545642,-68.905255,17.1,317.2,0
76.545642,-68.905255,17.1,317.2,0
76.545642,-68.905254,17.2,258.1,0
76.545642,-68.905253,17.2,310.3,0
76.545642,-68.905253,17.2,27.6,0
76.545642,-68.905253,17.2,327.3,0
76.545642,-68.905252,17.3,71.7,0
76.545642,-68.905252,17.3,289.9,0
76.545642,-68.905251,17.3,99,0
76.545642,-68.905251,17.3,14.1,0
76.545642,-68.905252,17.4,335.5,0
76.545642,-68.905252,17.4,324.8,0
76.545642,-68.905251,17.4,55.6,0
76.545642,-68.905252,17.4,299.3,0
76.545642,-68.905253,17.4,316,0
76.545642,-68.905254,17.4,352.7,0
76.545642,-68.905254,17.4,345.9,0
76.545643,-68.905254,17.5,322.1,0
76.545642,-68.905255,17.5,314.8,0
76.545643,-68.905255,17.6,271.3,0
76.545643,-68.905256,17.6,280.1,0
76.545643,-68.905256,17.5,283.8,0
76.545643,-68.905255,17.6,313.4,0
76.545643,-68.905255,17.6,302.4,0
76.545643,-68.905255,17.6,336.9,0
76.545644,-68.905256,17.6,340.2,0
76.545644,-68.905255,17.5,342.4,0
76.545644,-68.905254,17.5,4.2,0
76.545644,-68.905253,17.5,284.9,0
76.545644,-68.905253,17.5,101,0
